OrderID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,order_date
B-25861,62,6,5,Clothing,Hankerchief,COD,24-11-2017
B-25721,29,-18,7,Clothing,Skirt,UPI,11-03-2011
B-26024,168,18,6,Clothing,Stole,Debit Card,08-11-2017
B-26056,70,24,3,Clothing,Stole,UPI,13-01-2013
B-26050,169,55,4,Clothing,Saree,Debit Card,06-11-2020
B-25708,32,-8,2,Clothing,Stole,COD,17-07-2019
B-25651,44,-8,3,Clothing,Stole,UPI,03-05-2011
B-25616,116,-56,5,Clothing,Stole,Credit Card,25-07-2010
B-25827,156,21,3,Furniture,Chairs,COD,29-10-2018
B-25996,62,6,6,Clothing,Skirt,COD,24-09-2014
B-25830,54,1,2,Clothing,Saree,UPI,16-02-2020
B-25951,111,11,9,Clothing,Hankerchief,Credit Card,25-09-2015
B-25713,158,-63,4,Furniture,Chairs,UPI,05-11-2020
B-25678,7,-3,2,Clothing,Skirt,UPI,30-10-2019
B-25901,61,28,2,Clothing,Hankerchief,UPI,28-05-2012
B-25798,61,-50,4,Clothing,Hankerchief,COD,01-05-2013
B-25902,154,26,4,Electronics,Accessories,COD,29-06-2012
B-25851,62,1,3,Clothing,Saree,COD,13-08-2014
B-25944,169,38,3,Clothing,Saree,Debit Card,17-08-2016
B-25939,61,18,2,Electronics,Accessories,COD,21-08-2019
B-25656,61,-23,2,Clothing,Saree,COD,11-07-2018
B-25695,171,14,9,Clothing,Shirt,Debit Card,01-02-2014
B-25781,60,-49,8,Clothing,Hankerchief,COD,25-07-2011
B-25783,25,-11,1,Clothing,Stole,UPI,17-02-2019
B-25867,163,26,4,Clothing,Shirt,COD,23-01-2013
B-25993,173,86,1,Electronics,Printers,Debit Card,13-02-2017
B-25755,257,-3,2,Furniture,Bookcases,UPI,09-12-2011
B-25880,108,37,2,Clothing,Stole,Credit Card,13-03-2014
B-25941,177,41,4,Clothing,Shirt,Debit Card,07-06-2013
B-25757,106,15,7,Clothing,Hankerchief,Credit Card,28-11-2015
B-25754,41,-14,5,Clothing,Leggings,UPI,22-07-2011
B-25653,168,-10,3,Electronics,Accessories,UPI,10-04-2011
B-25821,60,21,4,Clothing,Stole,COD,28-11-2015
B-25706,31,-11,4,Clothing,Stole,COD,11-02-2016
B-26064,179,0,2,Clothing,Saree,Debit Card,21-10-2020
B-25803,106,12,3,Clothing,Trousers,Credit Card,16-05-2012
B-26076,60,13,2,Clothing,T-shirt,COD,24-04-2020
B-25603,180,5,3,Clothing,Trousers,Debit Card,04-05-2019
B-25903,60,-10,2,Furniture,Furnishings,COD,01-12-2016
B-25938,59,25,3,Clothing,Stole,COD,11-08-2018
B-25868,170,73,2,Electronics,Accessories,UPI,23-11-2018
B-25956,59,10,2,Clothing,Hankerchief,COD,04-02-2013
B-25652,24,-21,7,Clothing,Skirt,COD,04-02-2017
B-25883,105,-26,8,Clothing,Leggings,Credit Card,19-06-2014
B-26096,103,46,2,Clothing,Saree,Credit Card,10-05-2016
B-25969,171,17,6,Clothing,T-shirt,UPI,15-12-2020
B-25951,102,13,2,Clothing,Stole,Credit Card,04-10-2015
B-25855,98,12,2,Clothing,Hankerchief,Credit Card,10-02-2013
B-26091,59,10,4,Clothing,Leggings,COD,25-09-2011
B-25954,189,60,4,Furniture,Furnishings,Debit Card,17-07-2019
B-25763,58,-52,3,Furniture,Chairs,COD,21-08-2017
B-25945,60,3,3,Clothing,Saree,UPI,08-02-2020
B-25740,58,-8,2,Clothing,Saree,COD,03-10-2019
B-25818,94,20,2,Furniture,Furnishings,UPI,08-08-2020
B-25603,193,-166,3,Clothing,Saree,EMI,18-11-2011
B-25964,199,0,4,Clothing,Stole,EMI,08-03-2015
B-25930,202,89,9,Clothing,T-shirt,EMI,19-01-2018
B-25930,58,17,2,Clothing,Hankerchief,COD,21-12-2017
B-25879,57,-28,2,Clothing,Kurti,COD,11-07-2019
B-25903,204,-94,4,Clothing,Hankerchief,EMI,02-07-2012
B-25614,98,-12,2,Electronics,Electronic Games,Credit Card,25-02-2010
B-25750,22,-12,3,Clothing,Stole,COD,14-08-2020
B-25852,97,17,2,Clothing,Stole,Credit Card,19-07-2010
B-26008,57,24,5,Clothing,Leggings,COD,30-07-2013
B-26092,97,14,2,Clothing,T-shirt,Credit Card,01-07-2019
B-25689,97,17,2,Clothing,Stole,Credit Card,15-07-2020
B-25730,96,22,5,Clothing,Stole,Credit Card,24-06-2014
B-25885,94,27,2,Clothing,Shirt,Credit Card,13-02-2010
B-25999,26,-17,1,Clothing,Stole,COD,31-01-2013
B-26011,93,44,2,Clothing,Stole,Credit Card,07-04-2012
B-25754,93,-65,4,Clothing,Stole,Credit Card,07-08-2011
B-26030,92,5,6,Clothing,Hankerchief,Credit Card,05-05-2015
B-25851,57,27,2,Clothing,T-shirt,COD,30-06-2014
B-25870,57,7,3,Furniture,Furnishings,COD,24-06-2011
B-26074,57,21,4,Clothing,Leggings,COD,12-05-2013
B-25861,128,4,3,Clothing,Saree,COD,08-04-2011
B-25797,89,-4,5,Clothing,Saree,Credit Card,25-12-2010
B-25993,221,26,7,Furniture,Furnishings,COD,27-02-2013
B-25799,205,-119,3,Clothing,Saree,Debit Card,27-12-2019
B-25721,191,51,5,Clothing,Shirt,UPI,18-07-2011
B-26056,206,18,4,Clothing,Hankerchief,Debit Card,13-12-2015
B-25743,56,0,4,Clothing,Hankerchief,COD,25-11-2019
B-25854,88,16,4,Clothing,Stole,Credit Card,17-12-2018
B-25748,224,58,3,Electronics,Phones,UPI,30-11-2019
B-25976,193,8,4,Clothing,T-shirt,UPI,29-11-2016
B-25953,87,36,5,Clothing,Stole,Credit Card,28-02-2010
B-25996,189,4,1,Clothing,Saree,UPI,06-09-2011
B-25717,55,-33,2,Furniture,Chairs,COD,03-08-2012
B-25865,85,-1,3,Clothing,Saree,Credit Card,18-05-2019
B-25959,252,56,2,Electronics,Phones,UPI,07-05-2015
B-25855,197,73,1,Furniture,Bookcases,COD,02-03-2018
B-25703,17,-3,2,Clothing,Stole,UPI,13-04-2015
B-26049,100,28,2,Clothing,Hankerchief,UPI,22-01-2015
B-25755,80,-19,5,Clothing,Stole,UPI,20-05-2010
B-26070,75,29,1,Clothing,Trousers,UPI,27-05-2018
B-25755,26,4,2,Clothing,Saree,UPI,15-08-2017
B-26047,55,12,5,Clothing,Skirt,COD,30-11-2014
B-25604,157,5,9,Clothing,Saree,UPI,31-08-2012
B-25651,200,-60,4,Furniture,Bookcases,UPI,07-08-2018
B-25983,230,5,2,Clothing,Saree,UPI,01-03-2014
B-26056,213,-145,3,Furniture,Bookcases,Debit Card,22-08-2018
B-25940,55,4,2,Clothing,Stole,COD,18-02-2011
B-25766,220,-19,2,Clothing,Saree,Debit Card,25-09-2012
B-25935,150,32,3,Clothing,Hankerchief,COD,18-01-2013
B-25970,203,84,2,Electronics,Printers,UPI,01-03-2018
B-26053,93,31,3,Electronics,Accessories,UPI,10-02-2018
B-25947,290,35,6,Clothing,Hankerchief,COD,23-07-2012
B-25856,48,6,1,Clothing,Saree,COD,31-12-2018
B-26030,221,35,4,Electronics,Accessories,Debit Card,25-05-2011
B-26069,55,18,2,Clothing,Kurti,COD,16-06-2020
B-25653,227,102,8,Electronics,Accessories,Debit Card,08-11-2018
B-25627,55,-39,4,Clothing,Stole,COD,17-09-2017
B-25947,207,33,2,Electronics,Accessories,UPI,11-12-2014
B-25801,64,6,4,Clothing,Saree,COD,22-07-2019
B-25964,89,6,5,Clothing,Saree,COD,02-10-2016
B-25950,54,27,2,Clothing,Stole,COD,03-08-2016
B-25878,84,41,3,Clothing,T-shirt,Credit Card,05-04-2018
B-25773,209,-21,2,Electronics,Electronic Games,UPI,17-06-2018
B-26081,79,33,4,Clothing,Stole,UPI,24-12-2013
B-26027,54,8,4,Clothing,T-shirt,COD,20-05-2020
B-25967,229,59,9,Clothing,Saree,Debit Card,02-08-2013
B-25901,158,38,3,Clothing,Hankerchief,UPI,04-10-2013
B-25951,248,105,2,Electronics,Phones,Debit Card,11-04-2010
B-25853,199,6,2,Clothing,Saree,UPI,08-03-2018
B-25923,253,-11,1,Clothing,Trousers,Debit Card,09-06-2013
B-25793,257,-252,4,Clothing,Saree,Debit Card,07-07-2010
B-26068,193,33,5,Electronics,Accessories,COD,02-02-2014
B-26080,109,35,6,Clothing,T-shirt,COD,15-04-2015
B-25843,214,30,3,Electronics,Accessories,COD,07-01-2012
B-26002,141,7,7,Clothing,Saree,COD,17-03-2015
B-25993,201,32,4,Furniture,Furnishings,UPI,01-12-2017
B-26070,54,12,4,Clothing,Shirt,COD,21-07-2015
B-25887,83,6,6,Clothing,Shirt,EMI,08-06-2018
B-25654,54,-3,3,Clothing,Saree,COD,05-09-2013
B-25898,53,5,3,Clothing,T-shirt,COD,26-01-2010
B-25664,258,-27,2,Electronics,Phones,Debit Card,23-05-2018
B-26012,199,8,2,Clothing,Saree,COD,22-01-2019
B-25979,82,-27,3,Clothing,Kurti,EMI,07-12-2013
B-26054,139,36,3,Clothing,Stole,COD,06-08-2012
B-25757,53,15,2,Clothing,Stole,COD,30-07-2019
B-25623,53,1,4,Clothing,Stole,COD,22-01-2011
B-25824,101,38,2,Furniture,Furnishings,COD,22-07-2012
B-25754,262,215,2,Electronics,Printers,Debit Card,23-06-2010
B-25693,82,-39,5,Clothing,T-shirt,EMI,21-12-2014
B-25638,154,39,3,Clothing,Hankerchief,COD,28-07-2011
B-25922,52,18,2,Clothing,Stole,COD,02-02-2019
B-25919,1599,37,6,Electronics,Electronic Games,UPI,27-07-2019
B-25989,338,41,7,Clothing,Hankerchief,UPI,31-03-2017
B-25999,51,-49,2,Electronics,Electronic Games,COD,23-02-2015
B-25661,224,-81,3,Furniture,Chairs,COD,09-11-2017
B-26099,207,37,4,Clothing,Hankerchief,COD,08-10-2012
B-25866,51,14,2,Clothing,Stole,COD,04-05-2010
B-26098,82,8,3,Electronics,Accessories,EMI,05-03-2015
B-26062,50,-17,2,Clothing,Stole,COD,28-03-2016
B-25761,263,-31,9,Electronics,Electronic Games,Debit Card,04-11-2016
B-25843,50,7,6,Clothing,Skirt,COD,03-08-2010
B-25683,245,-3,4,Electronics,Phones,UPI,15-12-2020
B-25959,82,24,6,Clothing,Hankerchief,EMI,28-09-2020
B-25787,229,-41,8,Electronics,Accessories,COD,15-10-2018
B-25951,50,14,1,Electronics,Electronic Games,COD,09-09-2013
B-26056,220,40,2,Electronics,Accessories,COD,01-09-2014
B-25643,263,-63,2,Electronics,Electronic Games,Debit Card,05-06-2020
B-26093,81,-41,5,Clothing,Leggings,EMI,09-07-2010
B-25775,50,-17,2,Clothing,Stole,COD,29-03-2015
B-26093,49,5,4,Clothing,Hankerchief,COD,12-02-2018
B-25851,237,47,9,Clothing,T-shirt,UPI,21-10-2019
B-25685,264,-30,3,Furniture,Furnishings,Debit Card,13-08-2017
B-25651,49,3,1,Clothing,Shirt,COD,16-08-2019
B-25793,63,-24,6,Clothing,Kurti,COD,10-12-2014
B-25708,81,-51,7,Clothing,Stole,EMI,08-04-2019
B-25847,264,71,10,Furniture,Furnishings,Debit Card,13-10-2010
B-25954,48,11,2,Clothing,Shirt,COD,16-02-2017
B-25997,48,15,1,Clothing,Hankerchief,COD,04-01-2013
B-25650,245,-78,2,Electronics,Printers,UPI,27-07-2014
B-25883,146,42,5,Clothing,Hankerchief,UPI,16-12-2011
B-25945,245,10,2,Furniture,Bookcases,COD,13-04-2015
B-25981,245,91,2,Furniture,Bookcases,UPI,01-11-2019
B-25862,80,3,3,Clothing,Stole,EMI,27-03-2015
B-25877,269,33,5,Furniture,Chairs,Debit Card,25-08-2012
B-26090,80,22,3,Clothing,Stole,EMI,18-09-2017
B-26050,284,44,6,Clothing,Hankerchief,COD,16-02-2020
B-26072,313,44,3,Electronics,Electronic Games,COD,20-12-2019
B-25916,80,-26,9,Clothing,Skirt,EMI,11-01-2020
B-25722,48,-8,8,Clothing,Stole,COD,06-07-2012
B-25746,87,16,2,Clothing,Saree,UPI,29-05-2017
B-25753,47,-114,5,Furniture,Furnishings,COD,07-04-2017
B-25956,140,28,2,Electronics,Phones,COD,12-03-2017
B-25996,47,1,2,Clothing,Stole,COD,30-04-2013
B-25896,79,-2,2,Furniture,Furnishings,EMI,07-11-2015
B-25796,78,-64,7,Clothing,Stole,EMI,27-10-2013
B-25798,47,-3,2,Clothing,Stole,COD,31-07-2015
B-26043,185,48,4,Clothing,Stole,UPI,11-07-2011
B-26028,77,36,2,Clothing,Shirt,EMI,26-04-2017
B-25812,259,47,5,Clothing,Hankerchief,UPI,29-11-2013
B-25605,75,0,7,Clothing,Saree,EMI,21-12-2016
B-25702,75,0,3,Clothing,Shirt,EMI,03-01-2016
B-25940,46,0,4,Clothing,Leggings,COD,09-03-2014
B-26087,46,13,3,Clothing,Hankerchief,COD,12-09-2020
B-25955,200,13,5,Electronics,Phones,COD,22-07-2014
B-25626,46,-14,1,Electronics,Phones,COD,31-08-2017
B-25811,126,52,4,Clothing,Hankerchief,UPI,20-06-2013
B-25856,74,29,3,Clothing,Stole,EMI,06-07-2010
B-25628,45,13,4,Clothing,Skirt,COD,14-11-2015
B-26016,74,9,3,Clothing,Shirt,UPI,18-12-2012
B-25999,129,11,2,Electronics,Phones,UPI,16-11-2014
B-26043,122,50,7,Clothing,Stole,UPI,12-02-2018
B-25743,74,-51,3,Clothing,Stole,UPI,02-11-2015
B-26014,278,39,5,Furniture,Chairs,Debit Card,14-04-2020
B-25876,282,14,4,Clothing,Trousers,Debit Card,18-11-2017
B-25785,45,0,2,Clothing,T-shirt,COD,20-01-2014
B-25810,45,6,3,Clothing,Shirt,COD,04-01-2019
B-25833,45,16,3,Clothing,Stole,COD,24-02-2013
B-25931,73,-36,3,Furniture,Chairs,UPI,09-07-2019
B-25852,45,12,4,Clothing,Hankerchief,COD,04-02-2016
B-25738,72,-6,3,Clothing,Saree,UPI,10-05-2010
B-25921,71,-44,5,Electronics,Accessories,UPI,10-06-2012
B-25685,45,-2,4,Clothing,Shirt,COD,19-09-2019
B-25996,286,140,6,Clothing,Shirt,Debit Card,07-09-2017
B-25663,294,138,2,Electronics,Printers,Debit Card,03-12-2016
B-25888,223,4,3,Electronics,Phones,COD,12-02-2012
B-25677,20,-2,1,Electronics,Accessories,UPI,13-09-2010
B-26045,302,75,6,Furniture,Furnishings,Debit Card,24-09-2010
B-26002,113,28,2,Clothing,Saree,UPI,15-08-2019
B-25953,44,2,3,Clothing,Hankerchief,COD,29-10-2011
B-25617,305,-270,5,Electronics,Electronic Games,Debit Card,14-11-2020
B-25702,306,-147,3,Clothing,Saree,Debit Card,22-10-2016
B-25799,70,-64,5,Clothing,Stole,UPI,27-01-2019
B-25985,44,11,4,Clothing,Stole,COD,19-07-2012
B-25952,44,14,3,Clothing,Hankerchief,COD,09-07-2010
B-25754,319,312,5,Clothing,Saree,Debit Card,25-09-2012
B-25770,287,-280,12,Furniture,Chairs,UPI,02-10-2011
B-25954,44,10,3,Clothing,Stole,COD,22-01-2020
B-25657,288,-180,4,Furniture,Chairs,COD,24-05-2017
B-25801,49,-31,2,Clothing,Stole,COD,25-05-2015
B-26000,43,-10,4,Clothing,Skirt,COD,18-12-2017
B-25897,43,5,3,Clothing,Stole,COD,16-02-2020
B-25681,68,-27,3,Electronics,Accessories,UPI,24-01-2018
B-25852,320,144,1,Electronics,Printers,Debit Card,13-02-2020
B-26067,67,2,4,Clothing,T-shirt,UPI,05-12-2014
B-25601,66,-12,5,Clothing,Stole,UPI,16-02-2018
B-25804,321,26,3,Electronics,Printers,Debit Card,20-08-2019
B-25751,43,-5,2,Clothing,Saree,COD,15-01-2010
B-25630,114,-39,5,Clothing,Kurti,COD,12-01-2018
B-25899,43,17,1,Clothing,Saree,COD,06-05-2020
B-25751,43,21,3,Clothing,Shirt,COD,30-10-2012
B-26081,637,50,5,Clothing,Saree,COD,07-02-2013
B-25851,300,42,2,Electronics,Printers,COD,06-04-2017
B-26036,341,44,7,Furniture,Furnishings,UPI,31-08-2017
B-25704,102,0,3,Electronics,Phones,COD,30-03-2015
B-25761,328,-15,3,Electronics,Electronic Games,Debit Card,13-01-2014
B-25978,341,160,7,Clothing,Stole,Debit Card,31-01-2010
B-26077,62,11,7,Clothing,Hankerchief,UPI,31-05-2015
B-25981,42,13,3,Clothing,Leggings,COD,26-06-2013
B-26043,62,28,5,Clothing,Hankerchief,UPI,07-06-2019
B-25896,42,7,2,Clothing,Kurti,COD,10-01-2011
B-25790,42,-3,1,Electronics,Electronic Games,COD,02-12-2010
B-25789,313,-13,5,Furniture,Bookcases,UPI,12-10-2020
B-26061,109,52,2,Clothing,Stole,UPI,20-09-2010
B-25923,226,58,3,Electronics,Accessories,COD,01-11-2013
B-25868,62,-1,1,Electronics,Phones,UPI,10-12-2017
B-25777,61,-25,4,Electronics,Accessories,UPI,12-09-2014
B-25999,222,74,5,Clothing,Hankerchief,COD,12-02-2015
B-25854,342,-154,7,Furniture,Furnishings,Debit Card,29-10-2017
B-25667,344,-34,3,Clothing,Saree,Debit Card,01-03-2011
B-25829,345,38,7,Clothing,Hankerchief,Debit Card,22-03-2013
B-25705,46,0,2,Electronics,Electronic Games,COD,24-09-2010
B-25843,255,74,5,Clothing,Hankerchief,COD,05-12-2013
B-25958,360,32,3,Clothing,Saree,UPI,30-10-2016
B-25893,372,59,3,Electronics,Printers,UPI,25-07-2013
B-25855,61,30,2,Clothing,Hankerchief,UPI,12-07-2017
B-25616,42,12,5,Clothing,Hankerchief,COD,21-05-2011
B-25630,42,-26,2,Clothing,Kurti,COD,01-04-2010
B-25936,61,25,4,Clothing,Saree,UPI,14-02-2015
B-25830,41,11,6,Clothing,Hankerchief,COD,01-08-2016
B-25930,40,13,3,Clothing,T-shirt,COD,14-11-2013
B-25808,59,21,2,Clothing,Stole,UPI,04-12-2019
B-25979,57,27,2,Clothing,Shirt,UPI,29-03-2018
B-25687,17,6,1,Clothing,Stole,UPI,24-06-2013
B-26087,40,10,2,Clothing,Stole,COD,21-02-2017
B-25764,349,-24,2,Clothing,Saree,Debit Card,25-08-2014
B-25782,335,-22,7,Furniture,Chairs,UPI,05-07-2012
B-25854,40,16,3,Clothing,Hankerchief,COD,02-04-2016
B-26085,40,17,2,Clothing,Stole,COD,20-10-2015
B-25630,40,-7,3,Clothing,Stole,COD,13-04-2010
B-25999,352,74,8,Clothing,Stole,Debit Card,03-11-2013
B-25648,55,-26,4,Clothing,Saree,UPI,11-01-2019
B-25952,352,18,5,Clothing,Trousers,Debit Card,15-06-2013
B-25710,53,-18,4,Clothing,T-shirt,UPI,03-11-2020
B-25685,51,7,2,Furniture,Furnishings,UPI,03-04-2014
B-25740,40,-37,3,Clothing,Stole,COD,12-11-2019
B-25973,39,14,5,Clothing,Leggings,COD,31-08-2018
B-25769,355,-4,2,Clothing,Saree,Debit Card,20-01-2014
B-25687,357,139,2,Clothing,Saree,Debit Card,20-04-2015
B-25603,38,18,1,Clothing,Kurti,COD,10-02-2013
B-26050,38,9,2,Clothing,Stole,COD,25-12-2013
B-25748,141,10,4,Clothing,Shirt,UPI,13-12-2012
B-25833,36,4,9,Clothing,Hankerchief,COD,21-07-2015
B-25930,351,-94,5,Electronics,Electronic Games,COD,04-06-2017
B-26035,369,15,3,Electronics,Electronic Games,Debit Card,30-09-2010
B-25851,53,24,6,Clothing,Hankerchief,EMI,27-02-2012
B-25718,371,115,1,Furniture,Bookcases,Debit Card,19-03-2010
B-25898,499,33,4,Clothing,Saree,COD,26-07-2018
B-25893,223,62,7,Clothing,Shirt,COD,22-11-2019
B-25983,50,-4,6,Clothing,T-shirt,EMI,11-02-2019
B-26056,391,90,6,Electronics,Phones,Debit Card,18-03-2013
B-25715,416,137,3,Electronics,Phones,Debit Card,10-11-2018
B-25702,424,-17,9,Furniture,Chairs,Debit Card,20-09-2011
B-25618,362,127,1,Furniture,Bookcases,COD,31-03-2013
B-25643,36,-7,1,Electronics,Electronic Games,COD,02-01-2014
B-25961,34,-10,3,Clothing,Skirt,COD,17-05-2013
B-25873,367,73,3,Electronics,Electronic Games,UPI,02-11-2013
B-26053,425,208,7,Clothing,Saree,Debit Card,24-02-2018
B-25683,433,26,3,Electronics,Printers,Debit Card,02-06-2012
B-25718,460,31,3,Furniture,Bookcases,Debit Card,23-01-2018
B-25753,62,-56,5,Clothing,Kurti,COD,20-03-2014
B-25852,50,16,1,Clothing,Stole,EMI,30-03-2012
B-25914,460,-143,3,Furniture,Chairs,Debit Card,29-08-2010
B-26083,34,3,3,Clothing,Saree,COD,07-05-2020
B-25857,227,59,2,Furniture,Furnishings,UPI,27-08-2012
B-25939,469,33,4,Electronics,Electronic Games,Debit Card,16-03-2018
B-25851,103,46,2,Clothing,Saree,UPI,01-07-2018
B-25699,34,-13,5,Clothing,Leggings,COD,07-03-2011
B-26078,137,63,3,Clothing,Stole,COD,24-10-2019
B-26075,34,12,2,Clothing,Stole,COD,31-07-2013
B-25956,474,56,4,Electronics,Phones,Debit Card,05-02-2013
B-25861,50,3,2,Clothing,Stole,EMI,13-02-2019
B-25777,69,-67,4,Clothing,Kurti,UPI,02-05-2012
B-25634,389,-83,3,Furniture,Chairs,UPI,05-03-2011
B-25753,77,-43,8,Clothing,Stole,COD,21-07-2018
B-25687,51,21,3,Clothing,T-shirt,COD,25-06-2018
B-25885,394,146,2,Furniture,Bookcases,UPI,13-04-2019
B-25767,48,-22,2,Clothing,Saree,EMI,23-07-2013
B-25961,34,-12,5,Clothing,Leggings,COD,16-08-2020
B-25923,484,28,3,Electronics,Printers,Debit Card,23-12-2014
B-25799,47,-27,4,Clothing,Saree,EMI,06-06-2013
B-25955,45,8,4,Clothing,Skirt,EMI,26-10-2017
B-26015,128,55,1,Clothing,Saree,COD,21-12-2013
B-26051,669,74,5,Furniture,Bookcases,COD,13-07-2020
B-25822,34,13,2,Clothing,Saree,COD,17-07-2017
B-25989,44,14,3,Clothing,Hankerchief,Credit Card,28-05-2012
B-25910,33,1,2,Clothing,Shirt,COD,28-01-2013
B-25956,33,10,3,Clothing,Hankerchief,COD,09-10-2014
B-25986,487,-23,3,Electronics,Printers,Debit Card,27-07-2018
B-26098,497,179,3,Furniture,Chairs,Debit Card,16-09-2013
B-26061,508,203,2,Electronics,Accessories,Debit Card,01-10-2020
B-25954,524,-25,2,Electronics,Electronic Games,Debit Card,16-04-2010
B-26034,425,183,5,Electronics,Accessories,UPI,08-02-2018
B-25909,168,56,3,Clothing,Saree,COD,10-08-2017
B-25692,141,28,7,Furniture,Furnishings,UPI,15-05-2017
B-25959,429,17,3,Furniture,Chairs,UPI,17-11-2020
B-25745,44,-8,3,Clothing,Stole,Credit Card,08-12-2017
B-25689,149,136,3,Clothing,Stole,UPI,24-10-2010
B-25786,44,-34,3,Clothing,Stole,Credit Card,23-05-2012
B-25897,33,10,3,Clothing,Hankerchief,COD,08-03-2014
B-26056,33,9,2,Clothing,Hankerchief,COD,30-12-2010
B-25855,442,31,2,Electronics,Electronic Games,UPI,15-08-2014
B-25667,41,6,5,Clothing,Skirt,Credit Card,12-04-2010
B-25701,33,-12,5,Clothing,Hankerchief,COD,29-07-2015
B-26046,32,3,8,Clothing,Hankerchief,COD,06-11-2010
B-25676,32,6,3,Clothing,Shirt,COD,20-05-2016
B-26045,179,77,1,Clothing,Saree,UPI,28-08-2019
B-25889,31,10,1,Clothing,Kurti,COD,11-01-2017
B-25900,140,68,5,Clothing,T-shirt,COD,01-11-2016
B-25685,529,137,3,Electronics,Phones,Debit Card,04-04-2015
B-25622,534,0,3,Clothing,Saree,Debit Card,04-04-2013
B-25709,41,-6,1,Furniture,Chairs,Credit Card,07-05-2019
B-25798,379,63,2,Clothing,Saree,COD,20-11-2015
B-25933,81,-44,3,Clothing,Stole,COD,10-11-2013
B-25793,40,-33,5,Clothing,Hankerchief,Credit Card,12-07-2011
B-25951,40,18,1,Electronics,Accessories,Credit Card,06-09-2019
B-25656,534,0,3,Clothing,Saree,Debit Card,04-03-2016
B-26056,31,9,2,Clothing,Hankerchief,COD,16-02-2016
B-25870,473,-113,9,Clothing,Hankerchief,UPI,16-03-2011
B-25690,31,-10,3,Clothing,Skirt,COD,15-11-2016
B-25702,31,-3,4,Clothing,Saree,COD,26-02-2012
B-25752,91,15,6,Clothing,T-shirt,UPI,16-10-2020
B-25781,30,-25,2,Clothing,T-shirt,COD,31-08-2012
B-26038,30,6,1,Clothing,T-shirt,COD,27-10-2013
B-25761,40,0,3,Clothing,Saree,Credit Card,02-04-2018
B-25751,534,5,2,Electronics,Electronic Games,Debit Card,01-10-2019
B-25750,539,-146,7,Furniture,Furnishings,Debit Card,06-12-2015
B-25726,490,-128,8,Furniture,Bookcases,UPI,23-08-2020
B-26048,163,81,2,Electronics,Accessories,COD,31-05-2013
B-26051,184,85,6,Clothing,T-shirt,UPI,25-08-2014
B-25614,494,54,4,Furniture,Bookcases,COD,29-08-2019
B-25907,30,11,5,Clothing,Hankerchief,COD,09-06-2018
B-25789,30,0,1,Clothing,Kurti,COD,12-11-2011
B-26097,39,-18,2,Clothing,Leggings,Credit Card,13-05-2013
B-25902,1700,85,3,Clothing,Trousers,COD,05-03-2020
B-25657,332,-43,6,Electronics,Phones,UPI,05-02-2019
B-25854,436,131,9,Clothing,Hankerchief,UPI,08-05-2017
B-25610,30,-5,2,Furniture,Furnishings,COD,04-12-2020
B-25733,30,-10,2,Clothing,Stole,COD,13-03-2015
B-25798,38,-13,3,Clothing,Stole,Credit Card,06-12-2018
B-25803,511,194,3,Furniture,Chairs,UPI,30-01-2016
B-25755,37,-53,3,Clothing,Saree,Credit Card,13-05-2011
B-25850,513,215,2,Electronics,Accessories,COD,11-01-2016
B-25667,516,69,4,Furniture,Bookcases,UPI,14-04-2010
B-25796,559,-19,2,Clothing,Trousers,Debit Card,16-08-2013
B-26013,29,-10,3,Clothing,Skirt,COD,02-01-2020
B-25683,148,52,5,Clothing,Stole,UPI,28-12-2010
B-26054,559,-174,2,Electronics,Electronic Games,Debit Card,16-06-2018
B-26010,527,26,3,Electronics,Electronic Games,COD,01-04-2014
B-25979,560,44,3,Clothing,Saree,Debit Card,17-03-2012
B-25973,571,108,12,Clothing,Stole,Debit Card,06-05-2019
B-25975,29,2,3,Clothing,Skirt,COD,10-08-2011
B-26010,29,3,2,Clothing,Stole,COD,14-02-2010
B-25767,29,-3,3,Clothing,Saree,COD,09-01-2014
B-25815,35,14,2,Clothing,Stole,Credit Card,20-08-2013
B-25853,579,139,3,Electronics,Printers,Debit Card,27-09-2020
B-25756,29,-24,4,Clothing,Leggings,COD,19-11-2019
B-25755,593,213,4,Furniture,Bookcases,Debit Card,23-02-2016
B-25996,217,72,2,Furniture,Furnishings,COD,22-09-2012
B-25619,353,90,8,Clothing,Saree,COD,03-09-2010
B-26050,382,92,2,Electronics,Printers,COD,23-10-2018
B-26000,597,93,4,Furniture,Chairs,Debit Card,15-05-2010
B-26058,212,97,7,Clothing,Hankerchief,COD,25-07-2012
B-25856,689,90,5,Clothing,Saree,COD,23-09-2014
B-26044,28,-10,3,Clothing,Skirt,COD,28-02-2011
B-25654,34,12,3,Clothing,Hankerchief,Credit Card,21-12-2017
B-26051,600,-102,5,Electronics,Electronic Games,Debit Card,23-11-2014
B-25636,637,113,5,Clothing,Saree,UPI,15-12-2019
B-25710,616,-69,7,Furniture,Furnishings,Debit Card,21-09-2020
B-25656,624,37,2,Electronics,Electronic Games,Debit Card,24-10-2018
B-25919,28,4,1,Clothing,T-shirt,COD,21-03-2014
B-25781,584,-444,7,Electronics,Printers,UPI,26-10-2015
B-25899,28,6,4,Clothing,Skirt,COD,19-09-2018
B-26093,33,-1,1,Clothing,Saree,Credit Card,15-12-2013
B-25753,27,-20,2,Clothing,Hankerchief,COD,12-07-2010
